worldcover_code,worldcover_name,affected_pixels,affected_area_ha,percent_of_affected_area,domain_class_area_ha,percent_of_class_affected
30,Grassland,49056,490.56,39.53068592057762,1596.91,30.719326699688775
10,Tree cover,31265,312.65000000000003,25.19420448684889,2036.04,15.355788687845033
20,Shrubland,26878,268.78000000000003,21.659038164002062,556.79,48.27313708938738
50,Built up,7516,75.16,6.05660134089737,290.40000000000003,25.881542699724516
80,Permanent water bodies,5356,53.56,4.3160134089736975,1178.07,4.5464191431748535
60,Bare / sparse vegetation,4012,40.12,3.2329809179989684,307.44,13.049700754618787
40,Cropland,13,0.13,0.01047576070139247,2.09,6.220095693779904
