exposure_footprint_area_ha,affected_building_count,total_footprint_area_of_affected_buildings_m2,total_footprint_area_of_affected_buildings_ha,intersected_building_footprint_area_m2,intersected_building_footprint_area_ha,status
1240.96,201,24058.850659901655,2.4058850659901654,13308.625845419776,1.3308625845419777,local_osm_buildings_loaded
